date,year,month,crop_name,farm_price,retail_price_pettah,retail_price_dambulla,average_spread,spread_pct
2009-02-01,2009,2,Cabbage,85.46,115.41,123.88,34.18,39.99527264770343
2009-03-01,2009,3,Cabbage,91.02,111.37,125.73,27.53,30.246066528162466
2009-04-01,2009,4,Cabbage,82.08,101.23,108.88,22.98,27.997041913935288
2009-05-01,2009,5,Cabbage,96.45,118.02,131.78,28.45,29.49711819894432
2009-06-01,2009,6,Cabbage,80.56,108.22,115.82,31.46,39.051590055126546
2009-07-01,2009,7,Cabbage,89.04,108.57,119.44,24.96,28.03231353064518
2009-08-01,2009,8,Cabbage,80.47,98.79,108.51,23.18,28.805730327165
2009-09-01,2009,9,Cabbage,69.1,94.51,89.06,22.69,32.83642136552625
2009-10-01,2009,10,Cabbage,69.57,85.23,88.46,17.28,24.83825666486034
2009-11-01,2009,11,Cabbage,74.72,98.1,95.09,21.88,29.282616056456025
2009-12-01,2009,12,Cabbage,84.76,106.37,113.82,25.33,29.88434416665388
2010-01-01,2010,1,Cabbage,96.19,132.13,121.8,30.78,31.999135046122213
2010-02-01,2010,2,Cabbage,84.24,106.45,116.14,27.06,32.122468990421424
2010-03-01,2010,3,Cabbage,94.03,117.62,119.03,24.3,25.8427886389571
2010-04-01,2010,4,Cabbage,77.77,99.69,99.4,21.78,28.005621697799025
2010-05-01,2010,5,Cabbage,80.16,104.21,101.48,22.68,28.29337787752261
2010-06-01,2010,6,Cabbage,84.41,113.36,114.98,29.76,35.25644443022814
2010-07-01,2010,7,Cabbage,73.43,90.44,103.64,23.61,32.153027164609604
2010-08-01,2010,8,Cabbage,80.34,104.75,108.47,26.27,32.698490542082965
2010-09-01,2010,9,Cabbage,73.12,90.2,95.13,19.54,26.723158201370072
2010-10-01,2010,10,Cabbage,86.48,110.42,112.74,25.1,29.024018242347083
2010-11-01,2010,11,Cabbage,74.94,99.35,95.43,22.45,29.95725919767921
2010-12-01,2010,12,Cabbage,86.04,104.47,107.81,20.1,23.361200184565103
2011-01-01,2011,1,Cabbage,95.73,121.23,123.35,26.56,27.744669649357935
2011-02-01,2011,2,Cabbage,91.96,119.44,128.08,31.8,34.58021468006233
2011-03-01,2011,3,Cabbage,88.8,111.03,113.49,23.46,26.4188891679176
2011-04-01,2011,4,Cabbage,93.29,123.98,116.69,27.04,28.984854770227493
2011-05-01,2011,5,Cabbage,92.46,116.7,119.54,25.66,27.75251162393292
2011-06-01,2011,6,Cabbage,90.4,115.15,126.78,30.56,33.80527233930051
2011-07-01,2011,7,Cabbage,92.11,122.72,127.05,32.78,35.587845415432184
2011-08-01,2011,8,Cabbage,74.44,99.04,107.65,28.91,38.83659479232296
2011-09-01,2011,9,Cabbage,74.8,90.42,106.33,23.58,31.52402202670852
2011-10-01,2011,10,Cabbage,82.99,113.46,114.75,31.12,37.498448610135426
2011-11-01,2011,11,Cabbage,77.18,97.22,103.37,23.11,29.942951615766233
2011-12-01,2011,12,Cabbage,85.35,106.73,121.03,28.53,33.42702586171546
2012-01-01,2012,1,Cabbage,93.87,113.86,124.31,25.21,26.85626200462128
2012-02-01,2012,2,Cabbage,122.09,157.03,152.73,32.79,26.85721446702067
2012-03-01,2012,3,Cabbage,114.82,158.84,154.47,41.84,36.43961292491472
2012-04-01,2012,4,Cabbage,101.06,136.52,127.85,31.12,30.79355749697457
2012-05-01,2012,5,Cabbage,100.67,124.0,130.29,26.47,26.293805211279217
2012-06-01,2012,6,Cabbage,95.74,123.73,120.16,26.21,27.37619868790611
2012-07-01,2012,7,Cabbage,81.51,107.68,118.03,31.34,38.44922285704471
2012-08-01,2012,8,Cabbage,101.17,127.62,132.48,28.88,28.545983447678708
2012-09-01,2012,9,Cabbage,72.7,94.79,96.82,23.1,31.774371699626276
2012-10-01,2012,10,Cabbage,110.41,136.48,140.4,28.03,25.38717019548031
2012-11-01,2012,11,Cabbage,94.18,120.98,120.21,26.41,28.04201736884968
2012-12-01,2012,12,Cabbage,78.38,103.44,100.82,23.75,30.301058559506817
2013-01-01,2013,1,Cabbage,110.01,141.14,146.43,33.77,30.697181440613186
2013-02-01,2013,2,Cabbage,120.17,153.04,164.91,38.8,32.28756570894091
2013-03-01,2013,3,Cabbage,108.12,140.32,139.81,31.94,29.541223139823213
2013-04-01,2013,4,Cabbage,78.14,105.54,105.07,27.16,34.758081957919174
2013-05-01,2013,5,Cabbage,118.79,149.68,164.62,38.36,32.29225331067151
2013-06-01,2013,6,Cabbage,114.66,144.92,144.33,29.97,26.13812477051738
2013-07-01,2013,7,Cabbage,92.53,120.71,122.7,29.17,31.524876769829497
2013-08-01,2013,8,Cabbage,89.44,109.44,117.53,24.04,26.87832415214205
2013-09-01,2013,9,Cabbage,104.37,128.52,132.84,26.31,25.208369063553636
2013-10-01,2013,10,Cabbage,90.37,116.92,120.81,28.49,31.525913991463987
2013-11-01,2013,11,Cabbage,93.11,116.49,131.56,30.92,33.20799784341333
2013-12-01,2013,12,Cabbage,109.98,142.86,141.65,32.28,29.35076436555341
2014-01-01,2014,1,Cabbage,103.01,142.45,146.37,41.4,40.19023377319311
2014-02-01,2014,2,Cabbage,130.63,178.28,167.86,42.44,32.4886836954117
2014-03-01,2014,3,Cabbage,110.14,148.24,147.76,37.86,34.374401330668846
2014-04-01,2014,4,Cabbage,125.43,158.32,172.59,40.02,31.906217088242773
2014-05-01,2014,5,Cabbage,99.16,120.23,124.63,23.27,23.46710017436449
2014-06-01,2014,6,Cabbage,104.47,128.65,139.95,29.83,28.553624434168245
2014-07-01,2014,7,Cabbage,97.05,118.24,123.63,23.88,24.605847907421012
2014-08-01,2014,8,Cabbage,103.01,127.93,144.2,33.05,32.0842325170056
2014-09-01,2014,9,Cabbage,120.81,168.94,159.25,43.28,35.82481928249376
2014-10-01,2014,10,Cabbage,99.77,129.74,133.35,31.78,31.853230577096745
2014-11-01,2014,11,Cabbage,95.0,121.62,126.32,28.97,30.494704742416054
2014-12-01,2014,12,Cabbage,109.32,150.12,150.43,40.96,37.467949626829835
2015-01-01,2015,1,Cabbage,89.98,115.73,124.75,30.26,33.629658113293935
2015-02-01,2015,2,Cabbage,102.56,142.68,132.12,34.84,33.97032569196013
2015-03-01,2015,3,Cabbage,123.97,154.96,159.56,33.29,26.85324929156305
2015-04-01,2015,4,Cabbage,101.05,133.78,133.77,32.73,32.389873933820944
2015-05-01,2015,5,Cabbage,100.61,138.12,139.71,38.31,38.0776880253573
2015-06-01,2015,6,Cabbage,115.16,141.25,152.33,31.63,27.46611022394041
2015-07-01,2015,7,Cabbage,112.99,140.21,157.16,35.7,31.59568847182187
2015-08-01,2015,8,Cabbage,110.02,147.53,144.06,35.78,32.52133019330105
2015-09-01,2015,9,Cabbage,92.73,123.63,127.47,32.82,35.39303850637495
2015-10-01,2015,10,Cabbage,130.54,180.0,168.93,43.93,33.652494520840726
2015-11-01,2015,11,Cabbage,149.21,194.72,197.36,46.83,31.38527485739906
2015-12-01,2015,12,Cabbage,96.69,123.16,123.32,26.55,27.458860834770057
2016-01-01,2016,1,Cabbage,114.4,148.25,143.54,31.49,27.526199714860383
2016-02-01,2016,2,Cabbage,119.09,146.3,159.89,34.0,28.549812284984228
2016-03-01,2016,3,Cabbage,102.54,136.46,130.3,30.84,30.076038544920475
2016-04-01,2016,4,Cabbage,149.04,196.68,188.0,43.3,29.052583834820293
2016-05-01,2016,5,Cabbage,120.41,166.04,161.27,43.24,35.91060882766479
2016-06-01,2016,6,Cabbage,166.63,227.81,222.06,58.31,34.99367761286826
2016-07-01,2016,7,Cabbage,102.51,129.29,141.52,32.89,32.084643366848724
2016-08-01,2016,8,Cabbage,144.55,174.68,190.69,38.13,26.37839752445692
2016-09-01,2016,9,Cabbage,107.3,133.36,142.48,30.62,28.536786079416515
2016-10-01,2016,10,Cabbage,98.55,129.47,124.4,28.39,28.80768258987053
2016-11-01,2016,11,Cabbage,95.85,120.07,127.86,28.12,29.33747591290985
2016-12-01,2016,12,Cabbage,114.46,147.76,164.18,41.51,36.265912750382014
2017-01-01,2017,1,Cabbage,100.05,138.41,130.22,34.26,34.24284433498817
2017-02-01,2017,2,Cabbage,109.72,138.6,143.32,31.24,28.472449441806923
2017-03-01,2017,3,Cabbage,159.1,192.3,199.68,36.89,23.186660473500645
2017-04-01,2017,4,Cabbage,145.1,177.07,195.41,41.14,28.352840556278046
2017-05-01,2017,5,Cabbage,102.82,125.15,133.44,26.48,25.75371936031963
2017-06-01,2017,6,Cabbage,151.6,197.34,193.63,43.89,28.951168238015672
2017-07-01,2017,7,Cabbage,135.69,172.21,189.58,45.21,33.31856929871818
2017-08-01,2017,8,Cabbage,154.54,195.74,202.94,44.8,28.989239686010297
2017-09-01,2017,9,Cabbage,131.48,178.32,177.71,46.54,35.39699163599663
2017-10-01,2017,10,Cabbage,114.47,138.81,162.63,36.25,31.667658191964534
2017-11-01,2017,11,Cabbage,139.32,182.69,199.13,51.59,37.029832737702606
2017-12-01,2017,12,Cabbage,151.29,190.88,207.75,48.03,31.746955022172635
2018-01-01,2018,1,Cabbage,141.64,171.71,196.75,42.59,30.06916826520174
2018-02-01,2018,2,Cabbage,142.24,194.19,194.61,52.16,36.67039041732957
2018-03-01,2018,3,Cabbage,131.65,164.72,177.38,39.4,29.92781623409325
2018-04-01,2018,4,Cabbage,170.58,232.32,221.04,56.1,32.88777530321532
2018-05-01,2018,5,Cabbage,170.65,231.73,237.05,63.74,37.351281950611224
2018-06-01,2018,6,Cabbage,148.47,184.0,198.92,42.99,28.955325011567982
2018-07-01,2018,7,Cabbage,146.04,203.7,195.43,53.53,36.654316177543016
2018-08-01,2018,8,Cabbage,118.61,164.08,161.59,44.23,37.29024762646688
2018-09-01,2018,9,Cabbage,127.11,165.77,164.01,37.78,29.72226439913115
2018-10-01,2018,10,Cabbage,170.73,233.06,247.32,69.46,40.68409729743027
2018-11-01,2018,11,Cabbage,126.34,166.43,161.92,37.83,29.942987222584115
2018-12-01,2018,12,Cabbage,142.34,188.81,179.15,41.64,29.253878562681912
2019-01-01,2019,1,Cabbage,209.58,274.76,279.2,67.4,32.15954186490034
2019-02-01,2019,2,Cabbage,162.58,213.38,232.84,60.53,37.23087880989125
2019-03-01,2019,3,Cabbage,162.22,204.75,225.2,52.76,32.523713152685765
2019-04-01,2019,4,Cabbage,182.78,223.09,234.29,45.91,25.11761400721413
2019-05-01,2019,5,Cabbage,155.64,193.12,210.63,46.24,29.709567135975885
2019-06-01,2019,6,Cabbage,149.81,198.14,192.76,45.64,30.465235655005905
2019-07-01,2019,7,Cabbage,103.79,126.98,150.06,34.73,33.461765621191226
2019-08-01,2019,8,Cabbage,124.3,154.31,174.4,40.06,32.22845355715724
2019-09-01,2019,9,Cabbage,129.89,174.92,163.68,39.41,30.341034459131215
2019-10-01,2019,10,Cabbage,119.0,153.87,167.54,41.7,35.041987359674486
2019-11-01,2019,11,Cabbage,156.0,188.39,216.36,46.38,29.730750172596043
2019-12-01,2019,12,Cabbage,119.84,165.9,156.76,41.49,34.621132659268476
2020-01-01,2020,1,Cabbage,156.25,209.86,198.45,47.9,30.65598038017255
2020-02-01,2020,2,Cabbage,227.68,306.15,286.67,68.73,30.187091449801716
2020-03-01,2020,3,Cabbage,194.55,267.74,261.36,70.0,35.980449251889354
2020-04-01,2020,4,Cabbage,192.89,239.94,272.58,63.37,32.85290432220213
2020-05-01,2020,5,Cabbage,168.67,204.2,224.17,45.52,26.987592940301813
2020-06-01,2020,6,Cabbage,184.31,239.18,247.42,58.99,32.005842327685784
2020-07-01,2020,7,Cabbage,182.64,234.67,261.7,65.54,35.88478105301082
2020-08-01,2020,8,Cabbage,181.63,245.17,254.25,68.08,37.48277405562184
2020-09-01,2020,9,Cabbage,134.18,179.08,181.77,46.24,34.461145877816456
2020-10-01,2020,10,Cabbage,158.41,211.18,226.6,60.48,38.179383764040296
2020-11-01,2020,11,Cabbage,127.74,176.53,174.26,47.66,37.31013205720052
2020-12-01,2020,12,Cabbage,169.69,224.76,229.91,57.64,33.96780366090892
2021-01-01,2021,1,Cabbage,191.55,250.08,244.88,55.93,29.19862740870404
2021-02-01,2021,2,Cabbage,170.42,229.23,225.93,57.16,33.540644560119375
2021-03-01,2021,3,Cabbage,149.21,189.85,192.39,41.91,28.087910939004797
2021-04-01,2021,4,Cabbage,178.26,214.23,231.84,44.78,25.120596252330163
2021-05-01,2021,5,Cabbage,259.85,329.7,336.14,73.07,28.12005844908276
2021-06-01,2021,6,Cabbage,187.43,251.39,255.05,65.79,35.101085684743275
2021-07-01,2021,7,Cabbage,152.47,185.02,195.08,37.58,24.64745546831805
2021-08-01,2021,8,Cabbage,184.77,242.72,267.69,70.43,38.117639163479375
2021-09-01,2021,9,Cabbage,144.69,193.77,184.61,44.5,30.75538685784307
2021-10-01,2021,10,Cabbage,173.03,222.29,227.31,51.77,29.919649818153022
2021-11-01,2021,11,Cabbage,135.91,168.74,191.76,44.34,32.624506935099014
2021-12-01,2021,12,Cabbage,157.67,209.64,203.4,48.85,30.98241201090125
2022-01-01,2022,1,Cabbage,143.74,200.1,198.72,55.67,38.72962381409224
2022-02-01,2022,2,Cabbage,189.45,237.67,270.0,64.39,33.98784165329023
2022-03-01,2022,3,Cabbage,191.39,251.87,269.22,69.16,36.13562038997837
2022-04-01,2022,4,Cabbage,162.6,219.72,226.39,60.46,37.18324896479154
2022-05-01,2022,5,Cabbage,144.75,185.41,183.23,39.57,27.33676867926171
2022-06-01,2022,6,Cabbage,214.57,292.11,302.84,82.9,38.63539234963306
2022-07-01,2022,7,Cabbage,212.58,285.42,274.08,67.17,31.597501365367687
2022-08-01,2022,8,Cabbage,196.41,274.56,246.95,64.34,32.75798953312483
2022-09-01,2022,9,Cabbage,172.86,223.3,235.42,56.5,32.68539124991828
2022-10-01,2022,10,Cabbage,157.21,192.81,212.83,45.61,29.012130899986705
2022-11-01,2022,11,Cabbage,127.47,160.22,172.23,38.75,30.39928579329584
2022-12-01,2022,12,Cabbage,197.21,255.39,255.35,58.16,29.49139014685353
2023-01-01,2023,1,Cabbage,205.43,247.46,258.8,47.7,23.21957687797455
2023-02-01,2023,2,Cabbage,192.59,254.5,264.86,67.09,34.835643161304766
2023-03-01,2023,3,Cabbage,247.06,299.11,339.36,72.18,29.21556333863704
2023-04-01,2023,4,Cabbage,167.84,204.52,222.02,45.43,27.06742905896743
2023-05-01,2023,5,Cabbage,206.26,248.7,296.12,66.15,32.071156757899374
2023-06-01,2023,6,Cabbage,252.73,306.49,328.12,64.58,25.552951547916138
2023-07-01,2023,7,Cabbage,157.87,213.92,220.21,59.19,37.492850134382635
2023-08-01,2023,8,Cabbage,252.54,324.64,347.83,83.7,33.143251309396014
2023-09-01,2023,9,Cabbage,154.91,203.82,194.32,44.16,28.50685655744848
2023-10-01,2023,10,Cabbage,139.16,179.32,175.01,38.0,27.30667770431323
2023-11-01,2023,11,Cabbage,154.75,204.63,211.33,53.23,34.397392958065936
2023-12-01,2023,12,Cabbage,175.39,243.97,224.1,58.65,33.43974374836436
2024-01-01,2024,1,Cabbage,153.88,201.07,194.02,43.67,28.37923812110858
2024-02-01,2024,2,Cabbage,214.7,286.81,281.98,69.7,32.463888000052165
2024-03-01,2024,3,Cabbage,240.85,316.17,309.42,71.95,29.873352761738523
2024-04-01,2024,4,Cabbage,179.66,221.6,231.95,47.11,26.221737603396633
2024-05-01,2024,5,Cabbage,200.1,247.44,263.05,55.15,27.561205616588897
2024-06-01,2024,6,Cabbage,201.19,243.67,290.67,65.98,32.7948542199641
2024-07-01,2024,7,Cabbage,262.5,329.51,379.74,92.12,35.09331996444954
2024-08-01,2024,8,Cabbage,156.78,191.87,202.08,40.2,25.641009286255077
2024-09-01,2024,9,Cabbage,175.8,241.09,220.72,55.1,31.34241675630446
2024-10-01,2024,10,Cabbage,188.6,258.66,268.76,75.11,39.82500539501304
2024-11-01,2024,11,Cabbage,233.24,312.64,335.61,90.88,38.964140385808435
2024-12-01,2024,12,Cabbage,260.43,313.85,334.15,63.57,24.409620854117865
2025-01-01,2025,1,Cabbage,340.33,436.47,473.94,114.88,33.755462711056126
2025-02-01,2025,2,Cabbage,315.59,403.66,432.41,102.45,32.462995512216644
2025-03-01,2025,3,Cabbage,226.46,284.98,302.46,67.26,29.70059626397763
2025-04-01,2025,4,Cabbage,242.86,335.35,334.04,91.84,37.81601012270027
2025-05-01,2025,5,Cabbage,248.6,333.06,326.22,81.04,32.59853877773983
2025-06-01,2025,6,Cabbage,177.27,221.49,249.58,58.26,32.86510246228777
2025-07-01,2025,7,Cabbage,174.34,228.81,239.01,59.57,34.168845836385316
2025-08-01,2025,8,Cabbage,177.94,229.56,237.12,55.4,31.13407264579485
2000-01-01,2000,1,Carrot,62.64,82.46,84.85,21.01,33.540814909299314
2000-02-01,2000,2,Carrot,61.56,74.14,85.7,18.36,29.82451295563197
2000-03-01,2000,3,Carrot,57.65,76.73,81.32,21.38,37.085798636949455
2000-04-01,2000,4,Carrot,62.25,77.99,80.65,17.07,27.42164269615631
2000-05-01,2000,5,Carrot,63.36,80.57,90.97,22.41,35.36926235911875
2000-06-01,2000,6,Carrot,64.55,82.19,84.03,18.56,28.752860181471444
2000-07-01,2000,7,Carrot,60.56,74.89,79.45,16.61,27.42729949257019
2000-08-01,2000,8,Carrot,58.15,79.8,83.14,23.32,40.10311246240333
2000-09-01,2000,9,Carrot,54.44,72.03,71.01,17.08,31.37393208315194
2000-10-01,2000,10,Carrot,58.66,72.07,76.63,15.69,26.74731205708821
2000-11-01,2000,11,Carrot,50.72,67.72,72.93,19.61,38.66317298270311
2000-12-01,2000,12,Carrot,54.13,70.63,72.73,17.55,32.42188726789716
2001-01-01,2001,1,Carrot,65.73,84.26,91.12,21.96,33.40935127133535
2001-02-01,2001,2,Carrot,58.95,78.04,76.65,18.4,31.21283933360587
2001-03-01,2001,3,Carrot,59.06,82.0,79.64,21.76,36.84382518824045
2001-04-01,2001,4,Carrot,63.17,86.84,89.32,24.91,39.43321286494718
2001-05-01,2001,5,Carrot,73.24,98.3,104.07,27.94,38.148500616465576
2001-06-01,2001,6,Carrot,63.05,76.24,86.46,18.3,29.02453762959932
2001-07-01,2001,7,Carrot,65.08,78.28,81.78,14.95,22.97169180748032
2001-08-01,2001,8,Carrot,62.72,78.0,87.44,20.0,31.887704260675605
2001-09-01,2001,9,Carrot,58.81,82.12,76.93,20.72,35.23204347552546
2001-10-01,2001,10,Carrot,57.63,72.47,79.16,18.18,31.546015016458412
2001-11-01,2001,11,Carrot,55.39,75.85,75.25,20.16,36.39639574581017
2001-12-01,2001,12,Carrot,60.49,72.88,83.35,17.62,29.12873346216984
2002-01-01,2002,1,Carrot,68.07,88.58,86.85,19.65,28.867300033347977
2002-02-01,2002,2,Carrot,65.01,90.07,88.9,24.47,37.64030512181953
2002-03-01,2002,3,Carrot,69.51,92.69,100.01,26.84,38.61309363675207
2002-04-01,2002,4,Carrot,74.47,90.43,98.6,20.05,26.923557239751258
2002-05-01,2002,5,Carrot,65.45,82.97,91.48,21.78,33.277260080580476
2002-06-01,2002,6,Carrot,69.55,91.43,90.61,21.47,30.86983340067088
2002-07-01,2002,7,Carrot,69.42,89.46,99.22,24.92,35.8973841870006
2002-08-01,2002,8,Carrot,61.9,82.23,81.07,19.75,31.906248939824007
2002-09-01,2002,9,Carrot,60.32,76.06,85.59,20.51,34.00193302066807
2002-10-01,2002,10,Carrot,64.11,89.6,82.78,22.08,34.44075114529536
2002-11-01,2002,11,Carrot,68.86,93.0,98.02,26.65,38.70165741844696
2002-12-01,2002,12,Carrot,68.89,91.08,87.29,20.3,29.4672238826769
2003-01-01,2003,1,Carrot,69.9,91.04,90.31,20.78,29.728140589212316
2003-02-01,2003,2,Carrot,68.95,89.59,99.44,25.56,37.07028706267286
2003-03-01,2003,3,Carrot,65.06,88.25,88.68,23.4,35.96674459461328
2003-04-01,2003,4,Carrot,75.42,90.94,108.78,24.44,32.4051545940671
2003-05-01,2003,5,Carrot,73.42,101.54,91.97,23.34,31.78965977981506
2003-06-01,2003,6,Carrot,66.27,85.7,94.64,23.9,36.0645298558475
2003-07-01,2003,7,Carrot,67.11,91.02,94.01,25.4,37.848252349497315
2003-08-01,2003,8,Carrot,69.32,87.46,87.77,18.3,26.399269475952863
2003-09-01,2003,9,Carrot,63.14,77.17,81.84,16.37,25.926471449997702
2003-10-01,2003,10,Carrot,65.18,78.53,88.61,18.39,28.214132841158573
2003-11-01,2003,11,Carrot,72.89,94.34,97.83,23.2,31.828739431006404
2003-12-01,2003,12,Carrot,66.98,85.63,97.05,24.36,36.36901109433995
2004-01-01,2004,1,Carrot,80.0,96.91,111.33,24.12,30.149962312547107
2004-02-01,2004,2,Carrot,81.63,106.86,103.18,23.39,28.653646142783117
2004-03-01,2004,3,Carrot,74.25,98.94,104.38,27.41,36.91577519760916
2004-04-01,2004,4,Carrot,82.99,99.85,115.05,24.46,29.473395019405928
2004-05-01,2004,5,Carrot,74.45,103.55,97.76,26.2,35.191356358151296
2004-06-01,2004,6,Carrot,71.51,85.9,92.78,17.83,24.933540856466426
2004-07-01,2004,7,Carrot,88.52,110.47,116.11,24.77,27.982345252660128
2004-08-01,2004,8,Carrot,70.33,98.11,92.11,24.78,35.2338472432145
2004-09-01,2004,9,Carrot,76.41,100.69,96.07,21.97,28.752743420045256
2004-10-01,2004,10,Carrot,79.77,101.45,101.68,21.8,27.328535378544096
2004-11-01,2004,11,Carrot,75.01,93.93,95.07,19.49,25.983167600096515
2004-12-01,2004,12,Carrot,66.67,86.98,91.35,22.49,33.73326273696904
2005-01-01,2005,1,Carrot,82.52,106.65,116.58,29.1,35.26413564695147
2005-02-01,2005,2,Carrot,93.51,113.57,121.16,23.85,25.505266276049326
2005-03-01,2005,3,Carrot,84.09,109.87,105.99,23.84,28.350543048468246
2005-04-01,2005,4,Carrot,93.7,129.32,120.96,31.44,33.55385960100363
2005-05-01,2005,5,Carrot,87.7,117.69,122.7,32.49,37.046708042522184
2005-06-01,2005,6,Carrot,71.08,88.2,91.99,19.02,26.7585442338995
2005-07-01,2005,7,Carrot,82.59,103.12,110.18,24.06,29.131820884101117
2005-08-01,2005,8,Carrot,76.48,107.05,107.37,30.73,40.18038679342731
2005-09-01,2005,9,Carrot,86.86,118.55,119.44,32.14,37.00202970063355
2005-10-01,2005,10,Carrot,82.01,112.9,104.7,26.79,32.666708124974846
2005-11-01,2005,11,Carrot,76.43,105.34,104.78,28.63,37.45906390283409
2005-12-01,2005,12,Carrot,78.61,98.42,100.98,21.09,26.82861362598445
2006-01-01,2006,1,Carrot,80.89,102.23,115.99,28.22,34.886840293187916
2006-02-01,2006,2,Carrot,95.08,125.29,132.51,33.82,35.570008866208596
2006-03-01,2006,3,Carrot,106.37,143.54,143.11,36.96,34.746606424173706
2006-04-01,2006,4,Carrot,91.96,116.0,122.55,27.32,29.708536637084997
2006-05-01,2006,5,Carrot,94.0,120.3,117.94,25.12,26.723375826195927
2006-06-01,2006,6,Carrot,88.32,112.4,117.82,26.79,30.332846090527525
2006-07-01,2006,7,Carrot,95.66,119.89,137.53,33.05,34.54940983753937
2006-08-01,2006,8,Carrot,78.94,98.77,106.5,23.7,30.02276409581442
2006-09-01,2006,9,Carrot,87.17,117.53,124.03,33.61,38.55679871882675
2006-10-01,2006,10,Carrot,82.96,105.87,117.86,28.91,34.84807756981971
2006-11-01,2006,11,Carrot,70.31,96.37,101.32,28.53,40.577385041409414
2006-12-01,2006,12,Carrot,84.89,108.91,109.26,24.2,28.507446686951717
2007-01-01,2007,1,Carrot,91.76,127.19,125.03,34.35,37.43457123521007
2007-02-01,2007,2,Carrot,97.35,133.06,133.47,35.92,36.89775357190183
2007-03-01,2007,3,Carrot,112.46,139.84,155.11,35.02,31.13993318519191
2007-04-01,2007,4,Carrot,109.74,145.66,157.29,41.74,38.03532163721375
2007-05-01,2007,5,Carrot,105.58,147.64,148.98,42.73,40.471641909791714
2007-06-01,2007,6,Carrot,90.74,120.49,118.96,28.98,31.93736837407056
2007-07-01,2007,7,Carrot,79.16,96.29,103.45,20.71,26.162170083160586
2007-08-01,2007,8,Carrot,81.05,107.16,114.03,29.54,36.446592909817504
2007-09-01,2007,9,Carrot,91.77,118.37,131.47,33.15,36.12287662321388
2007-10-01,2007,10,Carrot,84.54,113.85,107.73,26.25,31.050353619170075
2007-11-01,2007,11,Carrot,96.43,120.06,122.47,24.83,25.749221456785794
2007-12-01,2007,12,Carrot,94.98,125.23,124.86,30.06,31.64873484024548
2008-01-01,2008,1,Carrot,86.77,105.04,118.47,24.99,28.80024340181698
2008-02-01,2008,2,Carrot,97.3,133.68,130.94,35.01,35.9814635339532
2008-03-01,2008,3,Carrot,99.76,130.01,128.64,29.56,29.631084972849862
2008-04-01,2008,4,Carrot,92.0,125.35,118.24,29.79,32.38039958652219
2008-05-01,2008,5,Carrot,94.69,122.65,123.35,28.31,29.89752888633553
2008-06-01,2008,6,Carrot,118.16,144.07,165.99,36.87,31.203426537384445
2008-07-01,2008,7,Carrot,103.07,141.91,148.16,41.96,40.71015745594504
2008-08-01,2008,8,Carrot,97.57,127.28,141.07,36.61,37.52174077919362
2008-09-01,2008,9,Carrot,111.4,146.47,160.62,42.14,37.827614158335585
2008-10-01,2008,10,Carrot,88.84,109.78,122.03,27.06,30.4592183034463
2008-11-01,2008,11,Carrot,88.67,112.19,127.37,31.11,35.08510760673553
2008-12-01,2008,12,Carrot,102.33,136.17,131.38,31.44,30.72409779722682
2009-01-01,2009,1,Carrot,96.13,130.68,138.29,38.36,39.904254754754234
2009-02-01,2009,2,Carrot,118.42,156.25,167.97,43.69,36.89407457011099
2009-03-01,2009,3,Carrot,131.81,172.83,164.79,37.0,28.070686540712735
2009-04-01,2009,4,Carrot,115.33,143.24,165.17,38.88,33.71192776213668
2009-05-01,2009,5,Carrot,105.42,146.12,152.79,44.04,41.77571449846851
2009-06-01,2009,6,Carrot,117.06,147.31,158.97,36.08,30.821774456027285
2009-07-01,2009,7,Carrot,100.68,133.77,137.32,34.86,34.62451864867039
2009-08-01,2009,8,Carrot,98.1,133.33,139.99,38.56,39.30678969746209
2009-09-01,2009,9,Carrot,107.98,146.03,139.87,34.97,32.38559697573905
2009-10-01,2009,10,Carrot,100.74,127.18,138.48,32.09,31.8542467200251
2009-11-01,2009,11,Carrot,95.05,120.26,125.37,27.77,29.216171261261163
2009-12-01,2009,12,Carrot,118.17,143.09,156.92,31.83,26.935747706061008
2010-01-01,2010,1,Carrot,108.13,133.77,142.51,30.01,27.753604223060925
2010-02-01,2010,2,Carrot,104.28,125.33,133.94,25.35,24.309527896501827
2010-03-01,2010,3,Carrot,104.4,135.29,134.27,30.38,29.09958898506802
2010-04-01,2010,4,Carrot,132.45,174.63,185.99,47.86,36.13436305446353
2010-05-01,2010,5,Carrot,131.47,158.37,166.31,30.87,23.480624111489988
2010-06-01,2010,6,Carrot,116.01,145.66,166.79,40.21,34.660775225605356
2010-07-01,2010,7,Carrot,88.56,112.73,112.36,23.98,27.0776568680478
2010-08-01,2010,8,Carrot,105.92,132.0,134.2,27.18,25.66085190629541
2010-09-01,2010,9,Carrot,96.88,129.5,139.52,37.63,38.84182613354033
2010-10-01,2010,10,Carrot,116.43,155.21,149.16,35.75,30.705118349979944
2010-11-01,2010,11,Carrot,105.45,143.17,143.69,37.98,36.01703554572257
2010-12-01,2010,12,Carrot,111.28,147.52,160.22,42.59,38.27279091230148
2011-01-01,2011,1,Carrot,127.97,167.01,160.43,35.75,27.936213224807982
2011-02-01,2011,2,Carrot,116.42,140.08,165.2,36.22,31.11146614716874
2011-03-01,2011,3,Carrot,116.69,150.53,162.73,39.94,34.227410894326084
2011-04-01,2011,4,Carrot,122.3,153.85,171.68,40.47,33.09073336816568
